,Content,Polarity
4085,ros rajoy esper ciudadan unic qued ser rescat,1
4086,rajoy anunci tras ajust autonom deb hac proxim {link} via,1
4087,notici descombac dispon {link},0
4088,enhirabuen rt h present hairacademy fuertesyherm ojal mas person {link},0
4089,dic alfons alons portavoz pp congres dias gobiern emprend reform años,0
4090,comentari arrog rajoy respect iu impropi president retorn pas derech libertadespropi arrog,1
4091,ridicul q rubalc dig q prefier recort defens q educ gobiern dej deud d m d € d defens,1
4092,españ constitu empres ener mism mes año anterior buen notici,0
4093,nuev estil rajoy lleg comprend disculp zapater aunqu sol larg contest grup,0
4094,opinion public opinion public sol president gobiern genial,0
4095,empez mes debat deficit cuent nuev mes griñ bildu,1
4096,much graci segu enhorabuen tel -,0
4097,“ quier vert vien socuellamos” amiguetev,0
4098,dimision goldm sachs {link},1
4099,yern joven par pas noch vel men mal hij coloc {link},1
4100,- rt dos cc/,0
4101,psoe- pod absolut corromp absolut editorial h,1
4102,kony crimen human {link},1
4103,camin almont tierr rocier gent trabaj parqu natural unic europ bellez andaluc,0
4104,palaci congres permit posicion calendari internacional turism congresosgener emple maner inmediat,0
4105,orgull previ present enorm period buenisim person soyf {link},0
4106,anunci loew despert polem sal call divert,0
4107,independent catalan vasc amenaz manifesyt madr debat,1
4108,rt felic vi public d cd`s emocion chingon {link},0
4109,genial jcoll hac pedagog vs mentir dl nacional rt joaquim coll pues bien mentir {link},1
4110,the boss rt locutor mas pekeñ sanzerit mas tiern jacob {link},0
4111,cas muer version loew aun mur ris clonnnnn massssssss,0
4112,retir mañan despert cuant mil graci gent aniversarioccinf regal alli anim,0
4113,recomend ---&gt “ twitt dummi kindl - {link},0
4114,edebuen reflexion jordi muix {link},0
4115,hoy ver maravill conciert juan gabriel rocì durcal grab teatr degoll guadalaj {link},0
4116,buen noch guerr escoj bien batall mañan,0
4117,'nuev ipad' triunf comercial lanzamient viern {link},0
4118,salt x air ideolog transversal pued burbuj hac crec servici public rebaj sistemat d impuest,1
4119,huert estrell michelin malag {link},0
4120,aqu vecin sig esper respuest miembr sient engañ {link},1
4121,vergonz adoctrin deleg junt sevill social pur {link},1
4122,valencian segund autonom juec necesit españ {link},1
4123,copag copag repag pag impuest lueg form inequit,1
4124,si director general d administr central dej ten coch oficial ejempl,1
4125,prepar articul futur lengu sab q telenovel hispan grand agent difusion español mund,0
4126,dic elorz q inteligent plant desaparicion cup cdo camin consegu fin terror,1
4127,elpaywall pian consig suscriptor digital esloveni ingres € {link},0
4128,abc problem grav 'cataluña' trat busc patrocin {link},1
4129,mafald cos ten pais independient in the pendient años despues sig siend brillant,0
4130,cuand socied toler injustici tan obscen perdon caprich polit corrupt {link},1
4131,millon foment lectur pais escuel public andaluz plural pso {link},1
4132,vuelv pront aun much cop champions levant animsabidal,0
4133,paradit com sol plaz favorit - com bien bien preci tienesqueven pic {link},0
4134,argument grafic ministeri interior carg valenci ven insult polic,1
4135,twitt cuent person excelent criteri buen gust followersqueador,0
4136,herenci trabaj rat eur hor editorial h graci zapater,1
4137,buen dias amor &lt,0
4138,iglesi catol ofrec vid apasion trabaj fij tod etern {link},1
4139,bronc congres president comision interior proyect vide ministr aqu {link},1
4140,propong plan guard cre plaz andaluc {link} elcambioandaluz,0
4141,sanid impag cinc argument aquell defiend copag inevit {link},1
4142,buen tard twiter,0
4143,patronat orient merc rus product residencial 'living costadelsol' {link},0
4144,solucion neces golondrin colegi pedr garfi compromis electoral cumpl sevillahoy,0
4145,empresari investig defiend conoc i+d via sal crisis malag {link},0
4146,mas h comparecent incident valenci fernandez diaz pid q contribu seren anim faltahac,1
4147,fantast graci rt detall analisis cfr taliban {link} afganistan,0
4148,punt comenz triunf athletic moment histor viaj,0
4149,banc encuentr negoci compr factur proveedor ayunt dig q ayud pymes,1
4150,vist chel rt fantast music present {link},0
4151,madr hoy voy bilba rt amor equip {link},0
4152,golllllllllll marc -,0
4153,catedral aplaud ryan giggs espectacul,0
4154,dia hoy “ cuant abon orbyt tuitserio”,0
4155,beij pra voc portugal lind ador lisbo rt beij portugalw lov yoou,0
4156,mar cospedal nombr consejer ree muj ces q ser honr parec,1
4157,honor hab the boss {link},0
4158,jajaj ok men rt si pon asi olvid cadizpich,0
4159,emes va anunci mar cospedal acab renunci puest consejer red electr español,1
4160,confirm mar cospedal renunci ser consejer red electr español particip,1
4161,gallet hech mayor carreter cadiz mas - c/c elcambioandaluz {link},0
4162,espect nariz roj homenaj aquell dias salvaj {link},0
4163,dur buen roll human cas gan bast mir genov monclo,1
4164,pod leer ahor articul patx unzuet pais interes recom,0
4165,part hoy ire pon dias facebook vide music particip disc conozcais,0
4166,mensaj especial luchador eric abidal tod fuerz recuper vos,0
4167,rt cancion gust abrier gir bravatour aa allaroundtheworld,0
4168,wifi llev dealers chung,1
4169,sol dos grand municipi necesit plan pag proveedor {link},1
4170,ericcson cre emple centr red malag {link},0
4171,sum “ molt forç abidal”,0
4172,grand rt habl puert abiert monton legionari entrevistar…,0
4173,tas recet fraud fraud ley ocult impuest enfermed usurp competent fraud electoral,1
4174,quier envi cariñ ff voluntari dej piel campañ graci,0
4175,imprescind insosten sistem public salud tres grafic conoc {link},1
4176,audienci vuelv imput barcen merin galeot veam si cospedal tan buen arquitect trill justici,1
4177,eleccion agudiz ingeni desprestigi adversari gent pon original {link} via,1
4178,buen rt asi tem {link} via,0
4179,public fot nuev facebook {link},0
4180,public fot nuev facebook {link},0
4181,d habeis escrit tuits quereis q privilegi hered q premi esfuerz personal,1
4182,supresion empres public supon ahorr consejer millon eur diet cobr ahor,0
4183,- rt contandot - rt gent maj mund,0
4184,gobiern tac exting sociedad public suprim fundacion desinviert comienz liquid,1
4185,m rt “ alay impon guerrer fianz respons civil millon {link},1
4186,ff - enorm grand rt graci siempr buen sab bien ff,0
4187,iglesi lanz campañ cre emple unic q cre rajoy reform laboral m malacall,1
4188,interes gobiern pp apoy prospeccion petrolifer cost mejor visit hemerotec,1
4189,ecuador campañ m graci esfuerz tod hac part call propuest,0
4190,ff sab mot vid supervivient,0
4191,podr oblig polit trabaj vacacion quier hac cataluñ,1
4192,asi eleg {link},1
4193,tip compromet rt “ georg clooney deten protest embaj sudan eeuu {link},0
4194,elcambioandaluz pp denunci “la junt dej abandon suert mil erasmus” {link},1
4195,mas seri pap bord sart rt sonri cumpleañ,1
4196,tard q met mied andaluci dec si gan pp habr per {link} estan acongoj sillon,1
4197,histori rafit mejor demostr cambi ley menor penaliz reincident,1
4198,siiii conozc perfect rt onda alex mand fot {link},0
4199,quier llor rt facebook,1
4200,vam realiz simplif normat administr objet facilit activ ciudadan mejor competit aragon,0
4201,enhorabuen fall nou campan ganador premi seccion especial realment espectacul,0
4202,explic estupor xq solt asesin rafit mes detenerleh call,1
4203,ministeri air detall patriot ilumin bander {link},0
4204,algun tio list hack cuent twitt graci recomend clar q pais sobr list,1
4205,dej propuest hoy auster estos recort gobiernodelcambi andaluc votapp {link},1
4206,rt“ camus siempr actual period libr text inedit albert camus {link} via,0
4207,tarif local referent internacional turism provinci cadiz necesit apuest firm admon andaluz,0
4208,mañan cont visit cristobal montor miguel ari cañet provinci cadiz priorid,0
4209,gan d jorob gobiern q ceo cre q cumpl objet d deficit proxim año creacion d emple,1
4210,leo nombr cos gran fern beltran alt recomend biograf poetic,0
4211,vam empez bien desayun,0
4212,asi - rt much graci ademas buen tiemp,0
4213,propon ley orden territorial andaluc q foment creacion emple preserv calid medioambiental,0
4214,iran da bienven año {link},0
4215,merced fernandez pp recuerd ovied lider pso encarcel gast descontrol,1
4216,rajoy ofrec gobiern milagr,1
4217,dij mayor orej eta funcion result electoral replant si vuelv mat {link} /,1
4218,mas mujer acto iguald elcambioandaluz {link},0
4219,“la palabr oid niñ español - años crisis cuartapar descorazon {link},1
4220,nunc podr separ abraz “ graci cit años esperandole”,0
4221,graci x avis virus cuent twitt recomend neutraliz graci chorre,0
4222,rajoy tra lluvi asturi dic llov hac tiemp,1
4223,mañan acto iguald {link},0
4224,feliz dia san patrici vem plaz mayor salamanc tard,0
4225,deb cambiart fot rt deb habl español gent sig españ,1
4226,luis romer felip granadodiput social cacereñ segund republ alcant record hoy famili,0
4227,gust get behind the wheel neil young ping {link} itun,0
4228,terribl ver chavez volv oper cubadond gent q com propi pais medic conf,1
4229,estremecedor pasaj lohengrin verd wagn acojon emocion vez,0
4230,dep pac valladar corazon ¨entretenido¨ dej,0
4231,isabel perez espin reaparec campañ pp asturi rajoyqu acerc salud,0
4232,esperanz fructifer encuentr q manten ministr montor empresari {link},0
4233,cre demasi sufrimient demasi gent culp endeud pais especul ladron guant blanc,1
4234,rt hoy arranqu oficial d gir brav d acapulc escenari ve cont {link},0
4235,arranc f,0
4236,caid d ingres x recesion configur prim obstacul q administr cumpl objet d deficit,1
4237,buenaaaa horit,0
4238,empeñodedosmujer hac holiday world empres familiar respons {link},0
4239,par cadiz -por naufrag constitu via {link},1
4240,quier mand apoy tod fuerz mund fabric muamb anim prayformuamb,0
4241,polit efect consegu iguald real gener elcambioandaluz {link},0
4242,liberal constitu {link},0
4243,aspir andaluc insult descalif respet ide tod,0
4244,propon auster junt andaluc supresion altos carg admon sector public,1
4245,propon educ public calid bas profesor fp orient aprendizaj emple,0
4246,sanid public gratuit universal patrimoni ningun part sol constitu traj concordi reconcili,0
4247,discurs mied unic recurs qued qued discurs proyect ide andaluc,1
4248,rt conmemor bicentenari constitu d cadizmart hen casal per quart d sabadell,0
4249,puebl + endeud d españ pid ayud rt sal pel abaj ocup resident {link},1
4250,ve cerc logr decim parlamentari malag {link} elcambioandaluz,0
4251,mient met mied aqu gen miedonograci {link},1
4252,plat cre acert dos person lueg confirm {link},0
4253,aqu tan nervios llam perr pens elmiedonograci,1
4254,parec verguenz anunci allstat pon espanol represent mal suert,1
4255,rt aspir andaluc insult descalif respet ide tod,0
4256,pues sì rt ahi ve grad inteligent quien ide anunci,1
4257,narcis new left somet principi ident libert individual vs socied hashtags banaliz qued,1
4258,hoy dia l fans maravill deci teni dia distint cont {link},0
4259,españagraci constitu d cadiz er pais dl mund ser nacion constitucional d ciudadanosdespues d franci eeuu,0
4260,felic,0
4261,pep articul supus libert nacion asi pod escrib imprim public ide polit,0
4262,triunf cambi reform cort cadiz años despues triunf cambi reform pid andaluc,0
4263,fot enorm f port hac hor acab carrer feliz lun,0
4264,huelg trabaj aen aeropuert madrid-baraj torrejonpid cumpl acuerd manten plantill minim alcanz,1
4265,buen dias-,0
4266,feliz dia padraz cad dia concili mas -,0
4267,propon garantiz cart unic servici salud histori clinic personal votapp,0
4268,pued hab siest crisis eurozon {link},1
4269,utiliz dron centr crisis us pakistanfalt respet soberaniaentr cos {link},1
4270,consegu rt btw encant opcion trilingü public,0
4271,si estacion zon urban represent cifr boin madr superior,1
4272,atencion amiguit hoy vuelv crackovianuñez,0
4273,castr cub detien dam blanc visper lleg pap {link},1
4274,oratori san felip neri marc privilegi celebr bicentenari constitu,0
4275,hoy dia padr celebr ayer vi cas padr {link},0
4276,exces hashtags facil debil activ clic particip banaliz ide etiquet {link},1
4277,escrit articul dedic padr {link} much graci padr siempr,0
4278,proyect hombr malag person tratamient adolescent prevencion junt apoy quier cambi,1
4279,period deb pregunt dej respond aunqu gust respuest si notici period k hech bien,1
4280,dig irlandes vincul ejercit español pobr hombr fracas demas,1
4281,llamazar denunci pact casc pso hac debat exclu debat tong,1
4282,felic bogot {link},0
4283,padr don tomas cuant quier {link},0
4284,quier dar graci compis hoy hech pedaz telediari pes circunst enhorabuen,0
4285,fmi consider econom mundial tiend estabiliz {link},0
4286,excelent rt magnif trabaj proyect hombr,0
4287,hoy marz gaditan celebr gran acontec histor bicentenari constitu,0
4288,mism arma mot ataqu colegi dos tirote sold {link} via,1
4289,merkel gust gir derech sarkozy campañ {link},1
4290,casi tod - much graci nach -,0
4291,equivoc ayudascu dud aconsej siempr llam lad graci moment viej feliz dia,0
4292,much graci - alegr q gust rt buen post blog mariv,0
4293,anunci proxim aprob c d ministr anteproyect d ley d transparent acces inform buen gobiern,0
4294,verif asunt public mer recomend etic sin “un oblig juridica” regim sancion,0
4295,primaver lleg mart hor {link} -,0
4296,dic 'el mundo' gürtel pus ignaci gonzalez atic marbell numer explic,1
4297,escant esper spaulding gott lov her greatmusic,0
4298,cant mas ten bonit voz consig alma vay mas lej cont {link},0
4299,“ hoy buen dias gigant jef q cuid servidor estudio” graci amig,0
4300,b dias ex milit neonazi posibl autor asesinat toulous,1
4301,audienci dar conoc hoy sentenci prim juici palm aren mat pued ingres prision,1
4302,buen diaspropuest aument ingres evit recort social impuest grand fortun sociedad {link},0
4303,much graci -,0
4304,entrev expansion muj extraordinari {link},0
4305,apoy pymesl proveedor consistori benalmaden deb pag cobr deud {link},1
4306,mor bancari casi diferent aquell crisis intens año años atisb mejor,1
4307,rusi muevel men humanitariort nouvell offensiv diplomatiqu syri {link},0
4308,estrategi junt turism sid equivoc elcambioandaluz,1
4309,tan anunci tren litoral sid engañ elcambioandaluz,1
